split,test_year,stage,method,micro_f1,macro_f1,samples_f1,jaccard,mean_binary_entropy
rolling,2023,preliminary,Frozen semantic-fusion BR,0.5455650060753341,0.3258042174196005,0.5349042058221587,0.396870849612523,0.5878083419275109
rolling,2023,mature_factual,Frozen semantic-fusion BR,0.6322598790606103,0.4005868216517587,0.6240212355565726,0.5041985363675047,0.5274882115044555
rolling,2024,preliminary,Frozen semantic-fusion BR,0.5386683536296062,0.321121177278699,0.5316636138824589,0.397528585902446,0.5694504123989302
rolling,2024,mature_factual,Frozen semantic-fusion BR,0.6509225092250922,0.4267480259028412,0.6483077613329714,0.5344056062141168,0.4832345773659124
