split,test_year,stage,method,micro_f1,macro_f1,samples_f1,jaccard,mean_binary_entropy,seconds,model_name,n_fit,n_val,n_test,n_labels,embedding_seconds
rolling,2023,preliminary,BR-TFIDF check,0.5789123786730488,0.3531034127833893,0.5669531530957787,0.437397534034487,0.5281994048823735,57.739,C:\Users\LuYH\.cache\huggingface\hub\models--sentence-transformers--all-MiniLM-L6-v2\snapshots\c9745ed1d9f207416be6d2e6f8de32d1f16199bf,20103,1291,1234,21,1019.768
,2023,preliminary,Segmented MiniLM-BR C=1,0.47386301369863015,0.27681751599881266,0.4696082123351167,0.3385005818960438,0.7779731147241392,47.932,C:\Users\LuYH\.cache\huggingface\hub\models--sentence-transformers--all-MiniLM-L6-v2\snapshots\c9745ed1d9f207416be6d2e6f8de32d1f16199bf,20103,1291,1234,21,1019.768
rolling,2023,preliminary,Frozen semantic-fusion BR w=1 C=1,0.5633041688111168,0.3447710122633626,0.5524386539986216,0.41930181065108124,0.5141092796156734,81.691,C:\Users\LuYH\.cache\huggingface\hub\models--sentence-transformers--all-MiniLM-L6-v2\snapshots\c9745ed1d9f207416be6d2e6f8de32d1f16199bf,20103,1291,1234,21,1019.768
