method,stage,late_close_positive_threshold,late_close_negative_threshold,other_close_positive_threshold,other_close_negative_threshold,closed_precision,coverage,late_emerging_share_in_acquire,late_emerging_share_in_deferred_positives,late_positive_defer_rate,decision_cost,default_cost,cost_reduction,test_year,fit_years,validation_year,train_samples,test_samples,n_labels,standard_micro_f1,standard_macro_f1,standard_samples_f1,standard_jaccard,runtime_seconds
ES3D-smoke,preliminary,0.95,0.2,0.5,0.4,0.8978082915236335,0.7238495723228365,0.8131164561342793,0.7114914425427873,0.9538158881984182,9621.6,17085.0,0.43683933274802456,2023,"2020,2021",2022,3670,1231,17,0.5529087261785356,0.369229290207613,0.5436951801695912,0.40697813108454867,9.56
