test_years,mean_closed_precision,mean_coverage,mean_late_emerging_share_in_deferred_positives,mean_late_positive_defer_rate,mean_cost_reduction,mean_standard_micro_f1,mean_standard_macro_f1,total_runtime_seconds
3,0.9084639568079963,0.7434495312138351,0.731993447761894,0.9215844864538566,0.5168125313713432,0.5203536943391343,0.31610629195031764,27.846000000000004
