test_year,stage,label,support,predicted_positive,precision,recall,f1
2025,event_aircraft_weather,Personnel issues-Experience/knowledge,19,59,0.06779661016949153,0.21052631578947367,0.10256410256410256
2025,event_aircraft_weather,Personnel issues-Physical,8,11,0.09090909090909091,0.125,0.10526315789473684
2025,event_aircraft_weather,Personnel issues-Psychological,97,142,0.2323943661971831,0.3402061855670103,0.27615062761506276
2025,event_aircraft_weather,Personnel issues-Task performance,414,649,0.6363636363636364,0.9975845410628019,0.7770460959548448
2025,preliminary,Aircraft-Aircraft handling/service,2,81,0.0,0.0,0.0
2025,preliminary,Aircraft-Aircraft oper/perf/capability,372,556,0.6276978417266187,0.9381720430107527,0.7521551724137931
2025,preliminary,Aircraft-Aircraft power plant,19,19,0.3684210526315789,0.3684210526315789,0.3684210526315789
2025,preliminary,Aircraft-Aircraft propeller/rotor,7,2,0.5,0.14285714285714285,0.2222222222222222
2025,preliminary,Aircraft-Aircraft structures,8,12,0.08333333333333333,0.125,0.1
2025,preliminary,Aircraft-Aircraft systems,107,97,0.35051546391752575,0.3177570093457944,0.3333333333333333
2025,preliminary,Aircraft-Fluids/misc hardware,49,45,0.2222222222222222,0.20408163265306123,0.2127659574468085
2025,preliminary,Environmental issues-Conditions/weather/phenomena,159,268,0.3917910447761194,0.660377358490566,0.4918032786885246
2025,preliminary,Environmental issues-Operating environment,10,9,0.0,0.0,0.0
2025,preliminary,Environmental issues-Physical environment,106,310,0.1967741935483871,0.5754716981132075,0.2932692307692308
2025,preliminary,Not determined-Not determined,14,10,0.0,0.0,0.0
2025,preliminary,Organizational issues-Development,2,0,0.0,0.0,0.0
2025,preliminary,Organizational issues-Management,3,15,0.0,0.0,0.0
2025,preliminary,Organizational issues-Support/oversight/monitoring,4,4,0.5,0.5,0.5
2025,preliminary,Personnel issues-Action/decision,197,583,0.3156089193825043,0.934010152284264,0.4717948717948718
2025,preliminary,Personnel issues-Experience/knowledge,19,148,0.033783783783783786,0.2631578947368421,0.059880239520958084
2025,preliminary,Personnel issues-Physical,8,11,0.18181818181818182,0.25,0.21052631578947367
2025,preliminary,Personnel issues-Psychological,97,292,0.1815068493150685,0.5463917525773195,0.27249357326478146
2025,preliminary,Personnel issues-Task performance,414,618,0.6553398058252428,0.9782608695652174,0.7848837209302325
2025,mature_factual,Aircraft-Aircraft handling/service,2,16,0.0,0.0,0.0
2025,mature_factual,Aircraft-Aircraft oper/perf/capability,372,409,0.8410757946210269,0.9247311827956989,0.8809218950064021
2025,mature_factual,Aircraft-Aircraft power plant,19,30,0.4666666666666667,0.7368421052631579,0.5714285714285714
2025,mature_factual,Aircraft-Aircraft propeller/rotor,7,3,0.6666666666666666,0.2857142857142857,0.4
2025,mature_factual,Aircraft-Aircraft structures,8,21,0.14285714285714285,0.375,0.20689655172413793
2025,mature_factual,Aircraft-Aircraft systems,107,112,0.6696428571428571,0.7009345794392523,0.684931506849315
2025,mature_factual,Aircraft-Fluids/misc hardware,49,53,0.8301886792452831,0.8979591836734694,0.8627450980392157
2025,mature_factual,Environmental issues-Conditions/weather/phenomena,159,226,0.6415929203539823,0.9119496855345912,0.7532467532467533
2025,mature_factual,Environmental issues-Operating environment,10,3,0.3333333333333333,0.1,0.15384615384615385
2025,mature_factual,Environmental issues-Physical environment,106,199,0.44221105527638194,0.8301886792452831,0.5770491803278689
2025,mature_factual,Not determined-Not determined,14,12,0.3333333333333333,0.2857142857142857,0.3076923076923077
2025,mature_factual,Organizational issues-Development,2,0,0.0,0.0,0.0
2025,mature_factual,Organizational issues-Management,3,3,0.6666666666666666,0.6666666666666666,0.6666666666666666
2025,mature_factual,Organizational issues-Support/oversight/monitoring,4,3,0.6666666666666666,0.5,0.5714285714285714
2025,mature_factual,Personnel issues-Action/decision,197,309,0.5016181229773463,0.7868020304568528,0.6126482213438735
2025,mature_factual,Personnel issues-Experience/knowledge,19,47,0.1702127659574468,0.42105263157894735,0.24242424242424243
2025,mature_factual,Personnel issues-Physical,8,14,0.07142857142857142,0.125,0.09090909090909091
2025,mature_factual,Personnel issues-Psychological,97,108,0.5092592592592593,0.5670103092783505,0.5365853658536586
2025,mature_factual,Personnel issues-Task performance,414,549,0.7140255009107468,0.9468599033816425,0.814122533748702
