test_year,stage,label,support,predicted_positive,precision,recall,f1
2022,event_aircraft_weather,Aircraft-Aircraft oper/perf/capability,626,1128,0.5097517730496454,0.9185303514376997,0.6556442417331813
2022,event_aircraft_weather,Aircraft-Aircraft power plant,164,716,0.1494413407821229,0.6524390243902439,0.2431818181818182
2022,event_aircraft_weather,Aircraft-Aircraft propeller/rotor,21,27,0.14814814814814814,0.19047619047619047,0.16666666666666666
2022,event_aircraft_weather,Aircraft-Aircraft structures,21,127,0.023622047244094488,0.14285714285714285,0.04054054054054054
2022,event_aircraft_weather,Aircraft-Aircraft systems,171,454,0.18722466960352424,0.49707602339181284,0.272
2022,event_aircraft_weather,Aircraft-Fluids/misc hardware,109,974,0.09240246406570841,0.8256880733944955,0.16620498614958448
2022,event_aircraft_weather,Environmental issues-Conditions/weather/phenomena,249,659,0.2701062215477997,0.714859437751004,0.3920704845814978
2022,event_aircraft_weather,Environmental issues-Operating environment,13,342,0.008771929824561403,0.23076923076923078,0.016901408450704224
2022,event_aircraft_weather,Environmental issues-Physical environment,198,1288,0.15372670807453417,1.0,0.26648721399730824
2022,event_aircraft_weather,Not determined-Not determined,76,363,0.07162534435261708,0.34210526315789475,0.11845102505694761
2022,event_aircraft_weather,Personnel issues-Action/decision,379,1264,0.2950949367088608,0.9841688654353562,0.4540474741326841
2022,event_aircraft_weather,Personnel issues-Experience/knowledge,45,96,0.07291666666666667,0.15555555555555556,0.09929078014184398
2022,event_aircraft_weather,Personnel issues-Physical,37,80,0.05,0.10810810810810811,0.06837606837606838
2022,event_aircraft_weather,Personnel issues-Psychological,134,317,0.17350157728706625,0.41044776119402987,0.24390243902439024
2022,event_aircraft_weather,Personnel issues-Task performance,725,1288,0.562888198757764,1.0,0.7203179334326876
2022,preliminary,Aircraft-Aircraft handling/service,13,107,0.056074766355140186,0.46153846153846156,0.1
2022,preliminary,Aircraft-Aircraft oper/perf/capability,626,878,0.6503416856492027,0.9121405750798722,0.7593085106382979
2022,preliminary,Aircraft-Aircraft power plant,164,236,0.5889830508474576,0.8475609756097561,0.695
2022,preliminary,Aircraft-Aircraft propeller/rotor,21,37,0.32432432432432434,0.5714285714285714,0.41379310344827586
2022,preliminary,Aircraft-Aircraft structures,21,95,0.12631578947368421,0.5714285714285714,0.20689655172413793
2022,preliminary,Aircraft-Aircraft systems,171,399,0.2982456140350877,0.695906432748538,0.41754385964912283
2022,preliminary,Aircraft-Fluids/misc hardware,109,156,0.3974358974358974,0.5688073394495413,0.4679245283018868
2022,preliminary,Environmental issues-Conditions/weather/phenomena,249,457,0.3916849015317287,0.7188755020080321,0.5070821529745042
2022,preliminary,Environmental issues-Operating environment,13,303,0.009900990099009901,0.23076923076923078,0.0189873417721519
2022,preliminary,Environmental issues-Physical environment,198,706,0.20821529745042494,0.7424242424242424,0.3252212389380531
2022,preliminary,Not determined-Not determined,76,293,0.18430034129692832,0.7105263157894737,0.2926829268292683
2022,preliminary,Personnel issues-Action/decision,379,960,0.34375,0.8707124010554089,0.49290515309932786
2022,preliminary,Personnel issues-Experience/knowledge,45,160,0.08125,0.28888888888888886,0.12682926829268293
2022,preliminary,Personnel issues-Physical,37,88,0.2159090909090909,0.5135135135135135,0.304
2022,preliminary,Personnel issues-Psychological,134,442,0.1832579185520362,0.6044776119402985,0.28125
2022,preliminary,Personnel issues-Task performance,725,963,0.6303219106957425,0.8372413793103448,0.7191943127962085
2022,mature_factual,Aircraft-Aircraft handling/service,13,58,0.10344827586206896,0.46153846153846156,0.16901408450704225
2022,mature_factual,Aircraft-Aircraft oper/perf/capability,626,679,0.7673048600883653,0.8322683706070287,0.7984674329501916
2022,mature_factual,Aircraft-Aircraft power plant,164,229,0.6200873362445415,0.8658536585365854,0.72264631043257
2022,mature_factual,Aircraft-Aircraft propeller/rotor,21,58,0.29310344827586204,0.8095238095238095,0.43037974683544306
2022,mature_factual,Aircraft-Aircraft structures,21,74,0.1891891891891892,0.6666666666666666,0.29473684210526313
2022,mature_factual,Aircraft-Aircraft systems,171,215,0.5395348837209303,0.6783625730994152,0.6010362694300518
2022,mature_factual,Aircraft-Fluids/misc hardware,109,168,0.5416666666666666,0.8348623853211009,0.6570397111913358
2022,mature_factual,Environmental issues-Conditions/weather/phenomena,249,279,0.6845878136200717,0.7670682730923695,0.7234848484848485
2022,mature_factual,Environmental issues-Operating environment,13,212,0.02358490566037736,0.38461538461538464,0.044444444444444446
