method,test_year,calibration_year,closed_precision,aggregate_closed_precision,close_positive_precision,positive_coverage,event_positive_coverage,event_close_positive_rate,event_any_closure_rate,defer_rate,workload_reduction,overall_coverage,empirical_all_risk,empirical_plus_risk,certified_all_bound,certified_plus_bound,certified_hierarchy_bound,certified_late_bound,lower_positive_coverage,parent_close_positive_precision,child_close_positive_precision,parent_positive_coverage,child_positive_coverage,parent_f1,child_f1,raw_hierarchy_violations,projected_hierarchy_violations,projection_action_changes,projection_change_rate,late_premature_closure_risk,closed_decisions,wrong_closed_decisions,close_positive_decisions,true_positive_closed,truth_positive_total,child_positive_alpha,parent_positive_alpha,personnel_parent_positive_alpha,parent_positive_floor,negative_alpha,late_positive_alpha,min_count,reliability_floor,reliability_min_count,child_reliability_lcb_floor,child_reliability_min_count,aircraft_child_floor,child_margin
BR-TFIDF threshold,2023,2022,0.7776421661694242,0.7776421661694242,0.5224395857307249,0.855151629308721,0.983726606997559,1.0,1.0,0.0,1.0,1.0,0.2223578338305759,0.4673317799640013,nan,nan,nan,nan,nan,0.6873265494912119,0.42427024049935746,0.9299123904881101,0.7936126373626373,0.7904255319148936,0.5529369541811221,250,250,0,0.0,0.1986981285598047,22122,4919,8690,4540,5309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ES3D,2023,2022,0.868818370852545,0.8243554049146593,0.622564935064935,0.5778866076473912,0.950366151342555,0.9975589910496339,1.0,0.25314166892686013,0.7468583310731398,0.7468583310731399,0.13118162914745501,0.36400803337337106,nan,nan,nan,nan,nan,0.7208924949290061,0.5241575314656922,0.7413433458489779,0.44333791208791207,0.7309749074454956,0.48037209302325584,1184,1184,0,0.0,0.0,16522,2902,4928,3068,5309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Labelwise RCPS,2023,2022,0.968673718470301,0.9474761255115962,0.0,0.0,0.0,0.0,1.0,0.403580146460537,0.596419853539463,0.596419853539463,0.03132628152969894,0.0,0.03918685868041619,0.006687945138253704,0.009707268809751288,0.006687945138253704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,70,0,0.0,0.0,13194,693,0,0,5309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Instancewise RCPS,2023,2022,0.9452129102251152,0.9208670671193523,0.9025641025641026,0.03315125258994161,0.13018714401952808,0.14483319772172498,1.0,0.3076575354850375,0.6923424645149625,0.6923424645149625,0.05478708977488474,0.015052888527257934,0.07994346845995985,0.03491612373134163,0.023716958626075247,0.0023231763334311973,0.0006595615941983463,0.89937106918239,0.9166666666666666,0.05965790571547768,0.011332417582417582,0.11189358372456965,0.022388059701492536,32,32,0,0.0,0.0,15316,1212,195,176,5309,0.08,0.04,0.06,0.0,0.12,0.0,3,0.0,20,0.0,20,0.0,0.0
LTT without hierarchy,2023,2022,0.9530783835096284,0.9298364201703393,0.9055944055944056,0.048785081936334525,0.1887713588283157,0.2082994304312449,1.0,0.331253955338577,0.6687460446614231,0.6687460446614232,0.04692161649037158,0.020748576078112285,0.07202015691959651,0.0461835268939687,0.0244933561416032,0.0023231763334311973,0.017979654009839835,0.904,0.9166666666666666,0.09428452231956612,0.011332417582417582,0.1707593502077824,0.022388059701492536,25,25,0,0.0,0.0,14794,1038,286,259,5309,0.08,0.08,0.06,0.0,0.1,0.0,3,0.0,20,0.0,20,0.0,0.0
F-DFHC without utility,2023,2022,0.945167706355664,0.9206567242281528,0.89937106918239,0.026935392729327556,0.11228641171684296,0.12530512611879577,1.0,0.30892324382967185,0.6910767561703282,0.6910767561703283,0.054832293644335964,0.013018714401952807,0.07993713298680086,0.03377974340578946,0.0,0.0023231763334311973,0.0,0.89937106918239,0.0,0.05965790571547768,0.0,0.11189358372456965,0.0,8,0,8,0.0003616309556098002,0.0,15288,1213,159,143,5309,0.0,0.04,0.06,0.0,0.12,0.0,3,0.0,20,0.0,20,0.0,0.0
F-DFHC-U full,2023,2022,0.9530783835096284,0.9299311462130417,0.9033333333333333,0.05104539461292146,0.1790073230268511,0.1969080553295362,1.0,0.3303498779495525,0.6696501220504475,0.6696501220504475,0.04692161649037158,0.02034174125305126,0.07206788350233644,0.047186168787591895,0.0,0.0036777760368619304,0.01764496255562776,0.904,0.9,0.09428452231956612,0.015453296703296704,0.1707593502077824,0.03038487508440243,11,0,11,0.0004972425639634753,0.0003254678600488202,14814,1038,300,271,5309,0.0,0.08,0.06,0.72,0.1,0.0,3,0.0,20,0.85,20,0.85,0.0
F-DFHC-U w/o projection,2023,2022,0.9531687912485308,0.9300141863135851,0.9033333333333333,0.05104539461292146,0.1790073230268511,0.1969080553295362,1.0,0.33084712051351595,0.669152879486484,0.669152879486484,0.04683120875146913,0.02034174125305126,0.07206788350233644,0.047186168787591895,0.0,0.0036777760368619304,0.01764496255562776,0.904,0.9,0.09428452231956612,0.015453296703296704,0.1707593502077824,0.03038487508440243,11,11,0,0.0,0.0003254678600488202,14803,1036,300,271,5309,0.0,0.08,0.06,0.72,0.1,0.0,3,0.0,20,0.85,20,0.85,0.0
