method,test_year,calibration_year,positive_budget,close_positive_decisions,true_positive_closed,false_positive_closed,close_positive_precision,positive_coverage,event_positive_coverage,true_positive_yield_per_event,positive_actions_per_event,net_utility_per_event
F-DFHC-U full,2023,2022,top-1,339,307,32,0.9056047197640118,0.05745835672842972,0.24959349593495936,0.24959349593495936,0.275609756097561,0.22357723577235772
F-DFHC-U full,2023,2022,top-2,418,378,40,0.9043062200956937,0.07074677147669849,0.25447154471544714,0.3073170731707317,0.33983739837398375,0.27479674796747966
F-DFHC-U full,2023,2022,all,419,379,40,0.9045346062052506,0.07093393224780085,0.25447154471544714,0.308130081300813,0.34065040650406503,0.275609756097561
F-DFHC-U full,2024,2023,top-1,154,141,13,0.9155844155844156,0.03339649455234486,0.14285714285714285,0.14285714285714285,0.15602836879432624,0.12968591691995948
F-DFHC-U full,2024,2023,top-2,195,181,14,0.9282051282051282,0.042870677404073895,0.14387031408308004,0.1833839918946302,0.19756838905775076,0.1691995947315096
F-DFHC-U full,2024,2023,all,195,181,14,0.9282051282051282,0.042870677404073895,0.14387031408308004,0.1833839918946302,0.19756838905775076,0.1691995947315096
F-DFHC-U full,2025,2024,top-1,105,94,11,0.8952380952380953,0.03184281842818428,0.1437308868501529,0.1437308868501529,0.16055045871559634,0.12691131498470948
F-DFHC-U full,2025,2024,top-2,114,103,11,0.9035087719298246,0.03489159891598916,0.1452599388379205,0.15749235474006115,0.1743119266055046,0.14067278287461774
F-DFHC-U full,2025,2024,all,114,103,11,0.9035087719298246,0.03489159891598916,0.1452599388379205,0.15749235474006115,0.1743119266055046,0.14067278287461774
