test_year,fit_years,calibration_year,fit_samples,calibration_samples,test_samples,parent_labels,child_labels,labels,selected_child_positive_alpha,selected_parent_positive_alpha,selected_personnel_parent_positive_alpha,selected_parent_positive_floor,selected_negative_alpha,selected_late_positive_alpha,selected_lower_positive_coverage,selected_child_reliability_lcb_floor,selected_aircraft_child_floor,selected_child_margin,selected_max_parent_positive_alpha,effective_min_parent_positive_floor
2023,"2020,2021",2022,2382,1288,1229,4,14,18,0.0,0.08,0.06,0.72,0.1,0.0,0.01764496255562776,0.85,0.85,0.0,0.08,0.72
