method,test_year,positive_coverage,close_positive_precision,overall_coverage,empirical_all_risk,lower_positive_coverage,certified_all_bound,child_positive_alpha,parent_positive_alpha,personnel_parent_positive_alpha,parent_positive_floor,negative_alpha,reliability_floor,child_reliability_lcb_floor,aircraft_child_floor,child_margin
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.0,0.06,0.04,0.75,0.1,0.9,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.0,0.06,0.04,0.75,0.12,0.0,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.0,0.06,0.04,0.75,0.12,0.0,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.0,0.06,0.04,0.75,0.12,0.9,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.0,0.06,0.04,0.75,0.12,0.9,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.0,0.0,0.1,0.0,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.0,0.0,0.1,0.0,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.0,0.0,0.1,0.9,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.0,0.0,0.1,0.9,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.0,0.0,0.12,0.0,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.0,0.0,0.12,0.0,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.0,0.0,0.12,0.9,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.0,0.0,0.12,0.9,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.0,0.7,0.1,0.0,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.0,0.7,0.1,0.0,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.0,0.7,0.1,0.9,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.0,0.7,0.1,0.9,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.0,0.7,0.12,0.0,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.0,0.7,0.12,0.0,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.0,0.7,0.12,0.9,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.0,0.7,0.12,0.9,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.0,0.72,0.1,0.0,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.0,0.72,0.1,0.0,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.0,0.72,0.1,0.9,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.0,0.72,0.1,0.9,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.0,0.72,0.12,0.0,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.0,0.72,0.12,0.0,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.0,0.72,0.12,0.9,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.0,0.72,0.12,0.9,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.0,0.73,0.1,0.0,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.0,0.73,0.1,0.0,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.0,0.73,0.1,0.9,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.0,0.73,0.1,0.9,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.0,0.73,0.12,0.0,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.0,0.73,0.12,0.0,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.0,0.73,0.12,0.9,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.0,0.73,0.12,0.9,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.0,0.74,0.1,0.0,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.0,0.74,0.1,0.0,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.0,0.74,0.1,0.9,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.0,0.74,0.1,0.9,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.0,0.74,0.12,0.0,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.0,0.74,0.12,0.0,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.0,0.74,0.12,0.9,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.0,0.74,0.12,0.9,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.0,0.746,0.1,0.0,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.0,0.746,0.1,0.0,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.0,0.746,0.1,0.9,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.0,0.746,0.1,0.9,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.0,0.746,0.12,0.0,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.0,0.746,0.12,0.0,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.0,0.746,0.12,0.9,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.0,0.746,0.12,0.9,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.0,0.75,0.1,0.0,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.0,0.75,0.1,0.0,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.0,0.75,0.1,0.9,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.0,0.75,0.1,0.9,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.0,0.75,0.12,0.0,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.0,0.75,0.12,0.0,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.0,0.75,0.12,0.9,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.0,0.75,0.12,0.9,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.02,0.0,0.1,0.0,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.02,0.0,0.1,0.0,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.02,0.0,0.1,0.9,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.02,0.0,0.1,0.9,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.02,0.0,0.12,0.0,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.02,0.0,0.12,0.0,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.02,0.0,0.12,0.9,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.02,0.0,0.12,0.9,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.02,0.7,0.1,0.0,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.02,0.7,0.1,0.0,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.02,0.7,0.1,0.9,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.02,0.7,0.1,0.9,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.02,0.7,0.12,0.0,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.02,0.7,0.12,0.0,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.02,0.7,0.12,0.9,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.02,0.7,0.12,0.9,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.02,0.72,0.1,0.0,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.02,0.72,0.1,0.0,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.02,0.72,0.1,0.9,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.02,0.72,0.1,0.9,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.02,0.72,0.12,0.0,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.02,0.72,0.12,0.0,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.02,0.72,0.12,0.9,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.02,0.72,0.12,0.9,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.02,0.73,0.1,0.0,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.02,0.73,0.1,0.0,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.02,0.73,0.1,0.9,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.02,0.73,0.1,0.9,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.02,0.73,0.12,0.0,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.02,0.73,0.12,0.0,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.02,0.73,0.12,0.9,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.02,0.73,0.12,0.9,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.02,0.74,0.1,0.0,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.02,0.74,0.1,0.0,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.02,0.74,0.1,0.9,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.02,0.74,0.1,0.9,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.02,0.74,0.12,0.0,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.02,0.74,0.12,0.0,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.02,0.74,0.12,0.9,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.02,0.74,0.12,0.9,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.02,0.746,0.1,0.0,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.02,0.746,0.1,0.0,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.02,0.746,0.1,0.9,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.02,0.746,0.1,0.9,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.02,0.746,0.12,0.0,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.02,0.746,0.12,0.0,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.02,0.746,0.12,0.9,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.02,0.746,0.12,0.9,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.02,0.75,0.1,0.0,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.02,0.75,0.1,0.0,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.02,0.75,0.1,0.9,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.02,0.75,0.1,0.9,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.02,0.75,0.12,0.0,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.02,0.75,0.12,0.0,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.02,0.75,0.12,0.9,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.02,0.75,0.12,0.9,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.04,0.0,0.1,0.0,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.04,0.0,0.1,0.0,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.04,0.0,0.1,0.9,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.04,0.0,0.1,0.9,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.04,0.0,0.12,0.0,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.04,0.0,0.12,0.0,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.04,0.0,0.12,0.9,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.04,0.0,0.12,0.9,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.04,0.7,0.1,0.0,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.04,0.7,0.1,0.0,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.04,0.7,0.1,0.9,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.04,0.7,0.1,0.9,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.04,0.7,0.12,0.0,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.04,0.7,0.12,0.0,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.04,0.7,0.12,0.9,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.04,0.7,0.12,0.9,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.04,0.72,0.1,0.0,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.04,0.72,0.1,0.0,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.04,0.72,0.1,0.9,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6593436398155682,0.0460627429707983,0.0,0.07126228901160905,0.02,0.04,0.04,0.72,0.1,0.9,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.04,0.72,0.12,0.0,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.04,0.72,0.12,0.0,0.85,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.04,0.72,0.12,0.9,0.0,0.0,0.0
LTT without hierarchy,2023,0.013185157280090412,0.8974358974358975,0.6870536117891691,0.05428984721092126,0.0,0.07965532674080644,0.02,0.04,0.04,0.72,0.12,0.9,0.85,0.0,0.0
