positive_alpha,negative_alpha,late_positive_alpha,min_count,candidate_count,coverage,positive_coverage,empirical_all_risk,empirical_plus_risk,empirical_hierarchy_risk,empirical_late_risk,upper_all_risk,upper_plus_risk,upper_hierarchy_risk,upper_late_risk,feasible,test_year
0.0,0.065,0.01,5,27,0.7037807284167866,0.012232415902140673,0.018290406868234417,0.0,0.0,0.0,0.03857023897465435,0.016529078512788325,0.0,0.016529078512788325,True,2025
0.0,0.065,0.02,5,27,0.7037807284167866,0.012232415902140673,0.018290406868234417,0.0,0.0,0.0,0.03857023897465435,0.016529078512788325,0.0,0.016529078512788325,True,2025
0.0,0.07,0.0,5,27,0.7054871220604704,0.012232415902140673,0.018770330080520446,0.0,0.0,0.0,0.0391062614186941,0.016529078512788325,0.0,0.016529078512788325,True,2025
0.0,0.07,0.01,5,27,0.7054871220604704,0.012232415902140673,0.018770330080520446,0.0,0.0,0.0,0.0391062614186941,0.016529078512788325,0.0,0.016529078512788325,True,2025
0.0,0.07,0.02,5,27,0.7054871220604704,0.012232415902140673,0.018770330080520446,0.0,0.0,0.0,0.0391062614186941,0.016529078512788325,0.0,0.016529078512788325,True,2025
0.0,0.072,0.0,5,27,0.720204767237242,0.012232415902140673,0.020690022929664584,0.0,0.0,0.0,0.04117455510113958,0.016529078512788325,0.0,0.016529078512788325,True,2025
0.0,0.072,0.01,5,27,0.720204767237242,0.012232415902140673,0.020690022929664584,0.0,0.0,0.0,0.04117455510113958,0.016529078512788325,0.0,0.016529078512788325,True,2025
0.0,0.072,0.02,5,27,0.720204767237242,0.012232415902140673,0.020690022929664584,0.0,0.0,0.0,0.04117455510113958,0.016529078512788325,0.0,0.016529078512788325,True,2025
0.0,0.073,0.0,5,27,0.720204767237242,0.012232415902140673,0.020690022929664584,0.0,0.0,0.0,0.04117455510113958,0.016529078512788325,0.0,0.016529078512788325,True,2025
0.0,0.073,0.01,5,27,0.720204767237242,0.012232415902140673,0.020690022929664584,0.0,0.0,0.0,0.04117455510113958,0.016529078512788325,0.0,0.016529078512788325,True,2025
0.0,0.073,0.02,5,27,0.720204767237242,0.012232415902140673,0.020690022929664584,0.0,0.0,0.0,0.04117455510113958,0.016529078512788325,0.0,0.016529078512788325,True,2025
0.0,0.075,0.0,5,27,0.7277768890310884,0.012232415902140673,0.021329920546045964,0.0,0.0,0.0,0.041886277566668684,0.016529078512788325,0.0,0.016529078512788325,True,2025
0.0,0.075,0.01,5,27,0.7277768890310884,0.012232415902140673,0.021329920546045964,0.0,0.0,0.0,0.041886277566668684,0.016529078512788325,0.0,0.016529078512788325,True,2025
0.0,0.075,0.02,5,27,0.7277768890310884,0.012232415902140673,0.021329920546045964,0.0,0.0,0.0,0.041886277566668684,0.016529078512788325,0.0,0.016529078512788325,True,2025
0.0,0.08,0.0,5,27,0.7333759931744255,0.012232415902140673,0.02260971577880872,0.0,0.0,0.0,0.043234426325193004,0.016529078512788325,0.0,0.016529078512788325,True,2025
0.0,0.08,0.01,5,27,0.7333759931744255,0.012232415902140673,0.02260971577880872,0.0,0.0,0.0,0.043234426325193004,0.016529078512788325,0.0,0.016529078512788325,True,2025
0.0,0.08,0.02,5,27,0.7333759931744255,0.012232415902140673,0.02260971577880872,0.0,0.0,0.0,0.043234426325193004,0.016529078512788325,0.0,0.016529078512788325,True,2025
0.0,0.09,0.0,5,27,0.752199648056311,0.012232415902140673,0.02500933184023889,0.0,0.0,0.0,0.04580655106617812,0.016529078512788325,0.0,0.016529078512788325,True,2025
0.0,0.09,0.01,5,27,0.752199648056311,0.012232415902140673,0.02500933184023889,0.0,0.0,0.0,0.04580655106617812,0.016529078512788325,0.0,0.016529078512788325,True,2025
0.0,0.09,0.02,5,27,0.752199648056311,0.012232415902140673,0.02500933184023889,0.0,0.0,0.0,0.04580655106617812,0.016529078512788325,0.0,0.016529078512788325,True,2025
